tag,text
N,自動充電
N,這本書相當於一個簡單的內容介紹。不痛不癢的。
N,沒有多大啟發!大部分內容都是自己知道的!不建議購買!瀏覽一下即可！
P,伊利以後是蒙牛，光明。難道我們要喝完達山？
N,書的質量還可以，內容也還行。感覺一般！
P,除了停車不是很方便，其他的都還不錯的，服務質量也很高，市中心的環境也很吸引人，還不錯的！
P,熱水器已經收了，安裝好了。看著蠻好，等用段時候再來追評，賣家送的禮品也不錯。
P,期待蒙牛代言 每個觀眾一箱化工產品
N,買了讀了，覺得蠻失望，寫得有點亂，至少沒有網上標榜的那麼好。遺憾……
N,鍵盤後蓋很鬆，操作時很不舒服！記憶體超級小
N,"這不是星級酒店,而是一間很差的招待所. 早餐很?"
N,1.出風口位置，不過早就知道，不妨礙使用；2.無系統，最好事先準備好相關驅動。
P,"機身外觀靚麗，40和絃鈴聲,螢幕的顯示效果不錯，圖象等顯示都比較細膩。"
N,"9月30日訂的書,到現在還沒收到,打電話去查詢,接線員的素質極差!"
P,操作簡便，外形美觀，功能實用。
N,看了覺得沒勁，不好笑，覺得這個老外挺古板的，不知道是不是因為文化差異！
N,產品質量太差，簡直要沒氣死人，用半個月就要壞一次，用半個月就要壞一次，售後服務又差。
P,好用
P,今天的天氣再配上蒙牛冰工廠的廣告，那叫一個美
P,外觀很漂亮，自己把記憶體擴成2G，裝的XP正版系統，速度很快。我平面設計的，用了一週沒發現問題。
P,蒙牛真果粒的牛奶飲品很好喝，我特別愛
N,趕緊倒吧 同疑惑 我很疑惑蒙牛為什麼還沒倒閉
N,表面漂亮的代價就是指紋收錄機，已經讓朋友把機器的外表面和內屏都貼了保護膜。
P,手機外觀很大方
N,好在一直不吃蒙牛
N,我家的是男孩子，四歲了，對這個書一點興趣也沒有～～
N,就和遠離蒙牛一樣 正常人一定要遠離@東方航空。
N,要是送個滑鼠就好了。另外2個小時後，觸控板右邊溫度有點高，由於沒儀器也沒測量。
P,酒店周邊環境一般，酒店內設施不錯，感覺還挺新，價格也尚可接受。
N,送來的時候光碟就已經劃壞了，書也跟盜版的沒什麼兩樣印刷質量可不好了
N,真的不怎麼樣，不過只是個人喜好罷了！
N,一歲9個月的寶寶不是很喜歡，希望他大點會喜歡
P,#蒙牛純牛奶# 新包裝感覺還不錯。
N,全國多少億人包容蒙牛的毒奶？是包容還是無奈？
N,訊號有時不太好，售後也不怎麼樣，不支援彩信和MP3，價位也比較高。
N,回覆 我覺得似雞蛋廣告多D：認住呢只雞，本質有保證！！！蒙牛NULL-1 請飲用蒙牛牌純牛奶
N,不知道為何音箱老是產生迴響，稍微靠近了，就有迴響產生，很刺耳。不過是小問題呢。
N,散熱性一般，網絡卡在不接電源並且不接通網線時自動遮蔽這個功能覺得不好，聽說是為了省電
P,喝多杯蒙牛會睡得更安心！
N,沒有想像中的好，也沒有介紹的那麼讓人感興趣．
N,待機時間短，充了一天電僅用了4小時，真是鬱悶。我真不止該咋說。是不是第一次充電待機都這麼短。不好用
N,今天才知道特侖蘇是蒙牛的，丟臉了，丟臉了
P,產品和描述的一樣，非常滿意
N,太噁心啦！！ 蒙牛的早就不喝了 別攔著我！讓我把前年喝的特倫蘇吐出來！ 好奶蒙牛造，營養高蛋白
N,好惡心哦，以後再也不喝蒙牛了
P,房間面積太大，導致小功率空調製冷制熱效果差，另外床與電視相距較遠，觀看起來相對比較費勁。
N,"我是真心的,如不吃蒙牛般再也不吃肯德基,再見了,我的原味雞!"
P,這款熱水器價效比很高。
N,"388元的房間,也就值248元. 上網居然收費且人工配製IP. 打死也不再住."
N,排線易壞，三個月就得換．
P,機器的做工還是很不錯的，沒看出和公司的T60有什麼區別，當然用料上還是不一樣的，畢竟價格不同
N,機身略厚，還有優化的空間 鏡面漆沾指紋太厲害 部分元件用料低廉，顯得不夠細緻
P,目前在江門的4星級酒店中價效比較高的。周邊吃飯購物都比較方便。酒店設施比較舊。
N,裝的VISTA太慢了，當天全部格式化，重新分割槽，裝XP，費了好大勁。
P,國產版蒙牛牌香蕉牛奶，也很美味！
N,酒店比較舊，不符合四星標準，出行不是很方便。
N,同事的遭遇 關注一下 鄙視蒙牛 我已經一年多沒買過蒙牛產品啦
N,送貨時出了點問題，說是當天下午送到了，結果問了說過不來了。本來那天是當生日禮物的，耽誤了一天。
N,語言乏味，故事情節很平淡。實在不適合成人越多，更像是中學生的水平
N,蒙牛，牛逼
P,這個價位上配置加品牌沒有更值得了。機器比較起來外觀比較時尚也比較薄，功能也滿足大多數需求
P,"不錯的酒店,價效比可以.交通方便,公司很多客人選擇這裡."
P,小巧，漂亮，鍵盤大，便攜性好，電池續航還行，雖然沒達到宣傳的8個小時，不過有6個小時也不錯
P,穿越歷史紅牆的迷霧，聆聽詩藝偉人脈搏的律動，感受世紀真摯純情的溫度，享受好書美文的快樂！
P,哪裡都不錯
P,經濟間是後來裝修的，與原來的房間比較小而且只是適合單人，因為洗澡間是磨砂玻璃隔開的，沒有浴缸。
N,太重了，女孩子還是真的不要考慮了； 鍵盤有點浮動； 右邊的觸控鍵有點點雞肋的感覺；
P,15.7mm的超薄機身、上蓋採用了皮草裝飾、可270度旋轉的攝像頭、內容豐富的MOBO物語
P,代朋友買的，他非常喜歡，原來買的不小心掉在了公共汽車上，又買了一本
P,物流非常給力，包裝嚴實，完好無損。熱水器還沒安裝，看著很不錯，質量也很好，這就是品牌的力量！
P,"酒店位置不錯,房間設施太舊,早餐還好.總體感覺一般"
P,位置好，服務員熱情，早餐不錯，電梯也快。
N,這本書令我太失望了，寫得一點都不深入，感覺是為自己做廣告一樣，再也不買國內出的這類書了。
N,用了四天，暫時發現：一是使用時觸控板微熱，二是三個usb口都鬆，鬆到一動機器滑鼠就掉線了。
N,記憶體只有1G，小了點，自己又買了根2G KST667裝上 主機板是SIS晶片組
P,我帶家人住過一次，印象非常好，是度假好地方，晚餐星期一到五買三送一，很划算。我八月又準備去住了。
N,機子本身電力不夠用，必須得接上電源顯示頻才看的清，拔掉電源就變得灰暗了。暈！
N,有點重，有點厚；螢幕外框寬了點，要是窄點就好了；觸控板手感不行。LINUX系統用起來非常不習慣。
N,為什麼英文輸入法下有些鍵盤會錯位？目前正在找原因。。。不會是鍵盤有問題吧。。。
P,幫老闆買的自己一直用T系類，所以當老闆說需要個不是很貴的小本，我馬上推薦X200
N,電源介面卡太大，比我T61的要大。這麼小的機器，應該配個小的。發熱還是有點厲害。
P,又有幾個同事託我買這本書，大家認為很實用，特別是送給父母，老年人特別喜歡。
P,最具市場活力的品牌 蒙牛 給錢就發獎啊真是。
P,幸福的家庭，和健康的身體。蒙牛晚上好！
P,我喜歡蒙牛這個廣告的廣告詞。
P,"還可以,促銷399,價錢不錯.不過酒店躲在新工房後面,確實是一個瘡疤"
N,沒有介紹的那樣好，感覺內容一般，對英語學習沒有太大的幫助。
N,這孩子真可憐，一不小心看個電影就瘋了，連蒙牛都不用喝就這麼崩潰年
N,預裝vista執行有些慢，預裝的軟體太多，用段時間不行還是改XP。散熱一般。
P,所長，乾脆點，夢個蒙牛！我相信猛牛
P,康師傅的經典奶茶和蒙牛的核桃味早餐奶太好喝了
P,價效比很高，物超所值，正點。小鍵盤用處大。不錯。大螢幕，很適合女孩子使用。看久也不累。
P,效能還可以、做工也很精緻、效能也不錯，把系統換裝了XP所有驅動都搞定，執行很流暢！
N,開機時和關機以後風扇聲音很大， 沒有系統和驅動盤，要是能一步到位就好了。
N,寫得是現實了一些，而且只停留在文字表面，不深入
P,繼承了NOKIA系列操作方便的優點，鈴音的音色也不錯
N,系統安裝還算順利，網絡卡驅動怎麼一直裝不上。鬱悶。fn+f11也沒用啊。
N,4月30日下午下的單，五一節期間快遞不送貨，今天才收到，過個節過得虧大了！
P,已經是多次入住了，04房間的窗外景色還是那麼的美，對面超市購物也很方便。
P,小本本里面算是比較合理的，趕上特價，心裡舒服！！京東購物還是比較愉快的！
P,自己去松江配送點拿的貨，一打看就看到顯示屏下方的有一處黑漆掉色嚴重．是幫朋友買的，鬱悶中．
N,記憶體太小，沒裝系統，藍芽也沒有，晶片組太爛啦！雙通道記憶體都不支援！
P,外觀精美，價格便宜，4299買的，帶包以及防毒軟體和滑鼠，自帶了系統盤和驅動。都很不錯，滿意呀！
P,超級好的賣家！之前不小心拍錯了，客服非常耐心的幫我解答問題，快遞也非常給力，必須贊！！！
N,蒙牛真心難喝！
N,跟我想象得有些不同，可能是因為韓國的風格和我們不同吧，不太喜歡這本書
P,很不錯哦，有需要還會再來哦，感謝，好評！
P,原來蒙牛換包裝了！好好看哦！
N,"剛買的書,晚上想好好看看,發現裡面有好多頁印倒了.好鬱悶!我想換一下?"
N,房間還可以，早餐不大好，周圍比較偏僻。服務態度一般。
N,1.反應速度慢，有時會出現宕機現象； 2.不支援簡訊息群組傳送。 
P,蒙牛先生，你太牛了。@杭州微博城事
P,機子外觀很不錯，惠普的品牌也讓人很信賴。 配置方面，感覺價效比很高
P,設計非常人性化話，用著挺舒服的；送貨特別快，一星期就到日喀則了！
P,618買的，我一直在用華碩，外觀很漂亮，16：9的寬屏看高清確實挺爽！一切配置都恰到好處。
P,蒙牛香蕉牛奶味道不錯@二娃老李
N,不太適合中國國情吧。解悶還成，沒什麼指導作用。
N,價格不低，檔次不高，環境糟糕，大廳很小，房間一般，早餐難吃，感覺一般！
P,不錯，感覺很超值！京東這次送貨很快！！！不錯，感覺很超值！京東這次送貨很
P,比較小巧，白色的也漂亮。關掉藍芽和攝像頭，電池可以用5個小時不到。
P,價格實惠，基本還可以賓館反饋 2008年4月17日 ： 希望下次再入住本酒店。
P,"散熱做得很好，螢幕效果絢麗沒有壞點，杜比環繞效果也很好,價效比高，配置不錯."
N,蒙牛別犯賤，換了包裝也不買。那些頻頻出事兒還買蒙牛的人們，也別犯賤！
P,畫素高，色素也很清晰，遊戲也好玩，記憶體大
P,好評，等安裝好試用後再追加
N,價格要是能再低點就更好了！京東應該多搞特價活動!快遞的服務態度不是很好
P,支援FM收音機；可以簡單地拍拍照！顯示屏和鈴聲效果一般。待機時間比較長！
N,AMD確實熱了些，風扇轉速高，待機風扇聲音不算大，和intel的比大一點，全速熱量就有些高
N,白色的比較容易髒啊，手上有黑的，就會沾上，看來以後要常清潔。
N,媽的，無法無天，抵制蒙牛，從我做起！！轉發微博
N,遠離蒙牛！蒙牛都沒好牛
P,不錯，已經在用了
N,蒙牛地溝奶的黃麴黴菌毒素超標很多！，容易致癌我宿舍還三瓶1L的 良心企業
N,一共買了全套，共六本，第一本就根本看不下去，很失望
N,無良企業，拒絕肯德基，拒絕雙匯，拒絕蒙牛。
N,"電池用5個小時就麼了!攝像頭在晚上基本上不能用,太暗了!除非有大燈照著自己!"
N,對於兩歲半的兒子來說故事的篇幅有些長，可能稍大一些他會喜歡。
P,喝了蒙牛就一帆風順了
N,"分割槽麻煩 ,VISTA 不好用,最好以後WIN7出來時 能提供更換系統的服務"
N,系統難搞，用了一天時間，把xp裝好，後來又裝成vista了，因為不大需要玩遊戲什麼
P,蒙牛的這個廣告比較好。有創意。
N,買完後去實體店看了下50升的才680元，沒想到比網購還便宜，買貴了。
P,"最顯著的是顯示效果細膩，鈴聲悅耳,1000條電話薄夠大家儲備好朋友的號碼了呀！"
P,價效比還可以，特別是返600後，如果有券的話就更好了。到貨快！
P,這裡的服務員很是不錯，前些次住宿過程中給他們提出的問題都能及時糾正，讚揚一下。
P,簡潔，時尚
P,指紋、藍芽都有，又是獨顯，這個價格也是市面上最低，很實惠。送貨上門很方便很放心。
N, 真他媽缺德，老子以後再也不喝蒙牛了！
N,很懷疑書的質量，其中有幾頁居然沒有頁碼
N,不帶光碟機，LINUX換XP有點吃力，需要做個U盤啟動 螢幕太小，男同胞可能看不習慣
N,蒙牛就是垃圾
P,"離長途大巴車站很近,酒店環境也算不錯,下次還是首選."
P,外觀很有特色，特別是彈出式螢幕和左右側面的佈局，很時尚前衛。
N,這麼好的機子，居然沒有來電防火牆，真是搞笑。
N,不像大家說的那麼好，內容一般，讓人沒什麼好感。勉強讀完的
N,這本書孩子不感興趣。 把書本都給撕了。
N,質量很一般，資料經常得重整，螢幕小！
N,"沒有特別實質的內容,很泛泛,如果再深入生活一點就好了"
P,用來放高清，用hdmi接到電視上效果真的不錯，哈哈。以後試試當BT機用
P,"酒店的大堂很不錯,房間也很好,溫馨、舒適，是個不錯的五星級酒店。"
N,"不帶作業系統,要自裝;配送的滑鼠線太短了哦,其他的正在查詢,目前感覺音質好像不是很好."
N, 已經不買蒙牛好幾個月了，堅持到丫倒閉
P,說的過去，不支援mp3
N,"手機太厚，不好攜帶,而且鍵盤不好用,千萬不要買"
P,音質不錯，電池續航能力也可以，3dmax2001跑了14000多分不知道加記憶體以後會是什麼樣子。
P,東西很好，我以經第二次購買了
N,事實，蒙牛坑的人可比切糕坑人多多了 蒙牛marketing是SB
P,蒙牛大果粒越來越給力了比白雪公主還好喝，整顆草莓
N,"沒有想象的好看~太多文字的賣弄,內容不實在~"
N,不知道是不是所有本本都一樣，光碟機不大好用，有時候讀得出來，有時候則不然~~
N,看了大家的評價不錯，才選擇這家的。房間無論如何不能說是三星的標準，個人感覺不如如家佈置得溫馨。
N,聲音太小了，老是聽不見啊。還有就是待機時間相當的短，大呼上當
P,鏡面效果不錯，聲音挺小。特別喜歡螢幕前面的網罩那塊，同事看了也買了個！
P,光明有如實，蒙牛有純甄
P,期待我的特侖蘇夜晚。。。感謝蒙牛牛，哈哈哈。。。@丹丹Love旅行
N,如果你沒有足夠的耐心可以忍受差勁的服務，就不要入住了
N,只可惜是Linux的系統！擴充套件功能不夠好
P,價效比高 linux其實也挺好用的 也正是由於linux是免費的 所以價效比才這樣高
P,附加裝置都有了，散熱還過的去，裝xp很順利，驅動官網都有，快捷都可以使用，cpu個人感覺的夠用了。
N,環境非常惡劣，沒有空調，房間昏暗潮溼。保證以後再也不去住了！！！
N,寫的就是現實的生活，汗貼切、不過畫畫的風格我不是很like
P,1）設施比較簡陋2）早餐還算可以3）離市中心比較遠
P,還是不錯的，交通也比較方便.總的來說還是可以的
N,差的很，建議推出攜程網推薦使用者。強烈建議！！！！！！！！！！！！！！！
P,補充啊～保潔啊～蒙牛啊～寶馬啊～（應該就那麼多。。。）
P,待機很長!1周多!可以錄音方便!
N,反應賊慢！！機芯也太強了吧！買它等於找到了心痛的感覺！！
P,已安裝，還沒用。快遞非常快。拍了第二天就到了
P,顏色很好看，質量也很好，物有所值，很喜歡。
P,沒見過這種圖案的蒙牛 好好看~
N,大家小心吧~ 蒙牛的產品質量真是令人堪憂！
N,"聽筒聲音好小,反應遲頓,連下載照片的驅動程式在網上都找不到,電板也好差勁,用兩天就沒電了,爛"
P,服務員態度等都不錯，如果有定餐送餐服務就更完美了！
N,回國不喝奶 我就不明白為啥還有人買蒙牛=_= 還在賣蒙牛的人 只能說是自己找死了
N,連音標都沒有~只是一些文字把英文羅列在了一起~沒啥大不了的書。也不便宜~
P,大品牌的熱水器用起就是放心
P,配置還行了，最滿意的是京東的工作效率前一天買的第二天就到了！
N,唯有不買蒙牛以表敬意乳業第一打假人遇害，悲憤@王小山
N,1、分割槽不合理，惠普的品牌機的通病。2、發熱量確實很大，又買了塊散熱器。
P,今天終於裝好了用了一下還可以加熱挺快的這個價位不錯了
P,"我入住在如家,讓我這個漂泊在做技術服務的人員真正感到如家的感覺,我非常喜歡!"
N,呼籲廣大想自殺的朋友！請認準蒙牛商標！堪稱現代版“砒霜”，謹防假冒！效果看得見！
N,預安裝的linux不爽！ 沒有驅動光碟！ 不爽！ 厚了點，沉了點！
N,送給我的時候書被折的皺巴巴的，太難看了！希望你們能提高服務質量！這個樣子誰高興要阿！
N,"整合顯示卡,玩使命召喚5等要求很高的遊戲比較卡,沒有高清輸出,用料沒有以前老款結實了"
P,太愛喝冠益乳了真心好喝！一天一小瓶健康好心情＞＜拜託蒙牛那逼別給我評論了。。
N,很多單詞一輩子都用不上，沒覺得對記憶有什麼幫助：（
N,伊利不給力，要上就上蒙牛，毒不死他丫的幽默
P, 蒙牛牛奶，乾爹最愛
N,回覆 蒙牛有毒，除非你得罪我了，不然不會下狠手的 下次搞個蒙牛的就行了
P,"#良心奶#分享圖片蒙牛很敬業,30日都在生產放心奶"
P,還是光明倍優鮮牛奶最好喝，蒙牛的純牛奶其次，伊利的太次了。光明
P,熱水器很好用啦， 
P,"外觀我喜歡，總體來說還不錯,買了四五天了,還未發現問題,驅動可以上官網下載,也挺快的."
N,太過分了不好看而且功能不高要不然價錢不會這麼低嘛
P,賓館周圍環境不錯，離商業區很近，而且幽靜。不過賓館有些老了，裝修都過時了。
P,外觀漂亮大方，功能適合辦工，聲音在筆記本來說很不錯了，加了根記憶體，其實用VISTA也不卡的
N,為什麼這裡沒說缺貨，而我匯了款又說沒貨，而我上網查了後顯示還是有貨的？
P,"剛才那個談優點的人根本就是無知,多普達就不生產CDMA的產品,如何比CDMA的產品,"
N,不精緻的手工畫，寥寥幾句旁白，把一個人生活的自由和孤單刻畫的淋漓盡致
N,早就黑名單Y了！ 很久不買垃圾蒙牛了
P,我明白了一件事，作為生化武器誕生的人類，中國人是最好的傳承者。所以，喝著蒙牛享受基因自豪吧！
N,坑爹蒙牛代言人
N,一到晚上生意就非常的好，這麼破的酒店還能吸引人的原因是因為價格還算便宜。
N,"數字按鍵太緊湊，沒有空隙，手感不爽。反應實在太慢.記憶體小的可憐，32MB,還談什麼娛樂。"
N,螢幕上有點點瑕疵～～～散熱稍微有些欠缺～USB介面只有2個，沒有上面標註的3個～～
P,使用後還不錯！
N,INTEL南橋是ICH9，其實不是不足，就是告訴各位裝XP要找內帶ICH9驅動的盤
N,訊號不太好。
P,配置合理，贈品豐厚，大品牌，值得信賴！裝上贈送的1G記憶體，2G跑起來vista速度還是不錯的！
P,外觀時尚，配置還行。東京送貨很快我10號下午定的貨還是分期付款的，結果11號上午就送貨了。
N,蒙牛不安生啊
P,速度快，包裝也好
N,書是挺好看的，可惜書裡有幾頁是白紙，中間的情節還需要猜一下。
N,"電池的使用時間太短了,可以說是很不方便"
P,1.相片拍攝及編輯功能實為超強。2.所拍影像整體色彩以及清晰度都比較理想。
N,130萬畫素攝像頭假的!電池很不賴用最多兩天!遊戲有問題!
N,別喝蒙牛，讓倒閉
N,"續電時間短,一接來電就自動關機"
P,雙核獨顯，商務機，價效比不錯，值得購買，放在家裡上上網挺不錯的
N,配置差，S65的導航系統相對於諾基亞而言人性化還欠一些。反應比較慢，按鍵面積偏小，不支援MP3
N,就是本本上許多預留的介面讓人看了太心酸了。 低配的本本，也不至於留下那麼多傷口吧。
P,酒店的服務人員服務周到，細緻，給人一種賓至如歸的感覺。
P,蒙牛冠益乳不錯
N,服務態度不好，極差，前臺態度惡劣，房間衛生不乾淨，誣陷客人照成，要求客人賠償
P,貨已收到，物流比火箭還快，21小時就到貨了，
N,容易壞！——迪位元手機的通病！這個機子在冬天還怕冷！天冷就沒有了鈴聲~
N,為喵不喝蒙牛，瞧不起中國企業麼
P,我仍在喝蒙牛。當年牛根生說，我們就是一家認認真真賣冰棍的企業。我聽了很感動。 @蒙牛乳業
N,介面太過分散，前後左右都有。右下底部散熱不是很好，擴充套件塢的介面沒有蓋子蓋住。
P,本本是全新的。9小時通電時間，主體感覺還是可以的，我還沒玩遊戲，散熱還是可以接受喲！
N,顯示卡驅動不好裝，網上找了好久。 最後終於搞定。我裝的是VISTA Ultimate SP1 .
P,服務態度好，寶貝好，全部5分。
P,很不錯，沒讓失望，接人說挺好的，二十多分鐘都熱了包裝也挺不錯的，划算，水溫也還好
P,20本都收到了，正規發票也清清楚楚，不錯。星期一發給學生們，發貨還蠻迅速的！
P,"在洛陽的酒店中還是不錯的,餐廳也可以,服務也不錯."
N,因為突然覺得自己接受不了這樣的書，所以沒開啟，還是新的啊
P,蒙牛冠益乳很好吃 我在:http:t.cn/zjvN4Md
N,蒙牛加工廠還敢再噁心點嗎 http:t.cn/zWEEKZ9 （分享自 @MSN理財）
N,拿到以後絕對沒有什麼特別吸引我的地方，所以至今還沒有看。。。。
P,買了第二個了，第二天就裝好了
N,如果該CPU搭配的晶片組也能升級就更好了，只是價錢就要稍貴些了。
N,硬體頂多3星半，大堂黑咕隆咚的，房間很小也沒特點。管家部的服務倒是挺好，有求必應的。
N,雖然說是4星級，不過除了大廳感覺夠氣派以外，其餘僅僅只能說一般~~
P,蒙牛冠益乳增強免疫力 @胡錫進@愷澤
N,索發票提供不及時，交涉時服務員態度不好！浪費電話費！
P,本次入住提供的房間較為滿意，服務耐心，特別是飯菜比較可口，牛排是比較專業水準的，有聖誕氣氛，不錯。
N,根本不買蒙牛！
P,#喜歡什麼早餐#蒙牛早餐奶，加個雞蛋和麵包。絕對美味
N,包裝太差，送過來的書角是破的，還有泥，裝訂也不整齊，鬱悶
P,外觀時尚模具設計新潮 3D圖形及遊戲效能強大 機身散熱出色
P,昨天剛拿到，效能總體不錯，軟體幾乎都有，拿到就可以上網，就是OFFICE要自己買
N,首先翻譯的不好，其次內容乾澀，都不能激起大人對閱讀的興趣
N,標題有吸引力，內容淺薄無聊，對學英語幫助不打。
P,"景觀不錯,服務也不錯,早餐也不錯,地段不錯,去哪都方便"
P,"呵呵,攝像,照相,還有詞典~~等等.還可以當播放器用而且,容量還挺大的!聲音也不錯"
P,恩，還不錯，已經使用過了，燒熱水還行吧，價效比還不錯。
P,非常漂亮！！執行速度很快！！值得推薦！！！ 就是鍵盤不耐髒！！！！
P,價效比非常高，加了個2G記憶體，執行遊戲沒有問題，各方面還行！
N,待機時間短，鈴聲太單調~機子外表顏色也枯燥~！簡訊和電話本的存量也相當小！
N,1.透明蓋太容易髒。2.為什麼偏偏第16天開不了機？
N, 坐等樓主這樣的被餓死或者被蒙牛之類的毒死
N,光碟高速讀取時，有些微微發抖的聲音； 新增記憶體不方便，要卸下整個2/3的後蓋，擰10個螺絲釘
N,1G記憶體稍微小點，計劃增加1G改成xp後，有兩個硬體無法識別，不知道什麼東東
P,是一個相當不錯的酒店，價效比可以。房間較大也較乾淨，下次到福州會再入住此酒店。
N,拍照時總會延時3-5秒.其他操作也有些不便!
P,1999買的真是夠便宜，做工不錯，用了幾天很滿意。不會比熟人的3999的dell上網本差。
N,"環境和設施都不好,提前預訂的不靠鐵軌的房間沒給保留,整晚的火車汽笛聲影響了睡眠"
P,小巧輕便，聯想品牌保修服務值得信賴。自帶XP 家庭版系統，內帶作業系統恢復盤和驅動光碟。
P,輕便、小巧、做工優秀、運算速度較快，符合大品牌的形像，細節考慮十分周到。
N,有點太厚了，鍵盤比較沒手感！螢幕下方有一個亮點，實在讓人遺憾！！！
N,"待機時間太短,下載歌曲必須先轉換格式太麻煩,拍照效果差,拍的照片不能倒到電腦上去!"
P,服務很好，環境也不錯，很舒服，餐廳也很舒服，很溫馨。
N,像是倉庫改的拖鞋不錯衛生間還可以早餐很差
P,4399元買的，比較划算 散熱控制的還可以，做工不錯，對得起這個價格了
N,廣告太多了，多的讓人對節目失去耐心，更可氣的是還有蒙牛！
P,強烈推薦：這個牛奶真的很美味呀！好吧，雖然它是蒙牛的。不過，我豁出去了。真的很好喝啊！
N,vista系統用不慣，慢。。。。。。。。。加了1G還是慢，那個指紋多。。。。。。。。
P,P50用著感覺不錯。手寫功能方便輸入及操作手機各個功能，藍芽紅外資料傳輸很方便。
N,發熱量比厚一點的筆記本有點高，音量調大小的觸控按鈕驅動程式還沒有找到
N,"感覺環境,服務方面還不夠位,房間裡面的洗浴設施有點發黃,需要改善!!"
P,房間很好，位置離地鐵站很近。服務也很好。價錢公道。 大廳經理，副理 都很好。
P,幫朋友買的，覺得還不錯！價效比高樣子也算漂亮，基本效能只要不玩大遊戲全能應付。
P,都很好.
P,熱水器很漂亮，而且比實體店實惠多了。配的配件齊全，安裝後使用了一下，加熱很快。超讚！ 
P,功能不錯！鈴聲夠大！其它功能很實用！手感和外觀不錯！屏顯比其它同價格手機好。
P,把冠名權送給蒙牛吧。
P,"外型適合年輕人,漂亮;鈴聲大,效果也好"
P,幫別人買滴
P,拿到後初步使用1G的記憶體跑起來稍稍慢些，很安靜，像關機一樣，鍵盤手感超好。
N,裝記憶體得時候，不得不敬佩IBM得員工，你們用了多大勁擰得那兩條螺絲
N,我用資料線從電腦下載鈴聲，大於40kb的都不支援！太爛了！！！！
P,"離虹橋開發區步行十分鐘,交通比較方便,環境不錯,下次還會考慮入住此酒店"
P,送貨速度很快，美的售後也不錯，很快聯絡我，師傅上門安裝，已經用上了，加熱挺快，全五分
N,感覺不太像酒店，像旅館。。。毛巾什麼的都比較舊
N,房間很差，暖氣非常不阻，被子又薄，居然連個電話都沒有，還是豪華房。下次千萬不要住。
P,酒店感覺不錯，細節考慮比較周到，房價略顯貴了些，標準間兩個人住有點小。
N,珍惜生命，遠離蒙牛！ 純牛奶是商業欺詐。
P,果斷的支援下，還是蒙牛厲害啊
P,房間很好，設施也很新，總的來說還是很滿意的。周圍的很方便，樓下隔壁都有商場。
N,超級不喜歡這本書超級不喜歡這本書
N,總結一下，女人要現實。要麼嫁好老公，要麼抓住機遇有事業……這還用她說啊。
N,第一臺到手硬碟和螢幕就是壞的，質量不穩定，不知是華碩的問題還是物流的問題？！
P,預裝的linux可以省很多錢啊，價效比不錯了，外觀，還不錯，還保修三年，送貨的人員，服務也好
N,海興慕名而去！我的評價：地段差，服務一般般，硬體還可以！
N,沒有錄音功能；沒有MP3；待機時間比較短；電話本無法再新增更多聯絡人的內容；簡訊息容量小。
P,蒙牛牛 出發雲南南啦！！！好心動的 啊！！！
P,早餐食物相當一般，跟其服務水準不相符，希望進一步改進。
P,外觀很漂亮，小巧，攜帶方便，收到後就安了XP，建議大家用外接光碟機安，簡單很多。
N,讀書後學了好多知識，使用起來也很方便
P,"小巧,輕便,價效比突出 送的禮品比較實用,(當然是指除了瑞星以外的產品!)"
P,又降價了，省了300，剛好趕上時間 非常沉穩，拿在手上很有成就感
P,呵呵 想當年的蒙牛酸奶冰棍就著小雪花~~~最愛冬天吃雪糕，尤其下雪的時候
P,房間還可以，還有我去的時候大堂擺了一個樓盤的銷售模型，感覺有點不適合。
P,標準間環境不怎麼的，樓層低、有蚊子。商務間還可以，大床房1
N,要想活到九十九，香菸請您別離手；活的要是很無奈，多喝蒙牛少吃菜！
P,酒店不錯，只是電視機小了一點，下次還會入住。
P,1.超薄設計，輕巧靈便。2.螢幕顯示效果不錯。3.MP3音效相當不錯。
N,狗屁，抵制蒙牛!
N,蒙牛伊利是最不靠譜的 艹 前兩天剛買過蒙牛的酸奶 我還喝的很海皮。。 早就不買任何蒙牛的產品了 
N,這麼排名靠前的書，居然寫成這樣？只能說實在是很一般。
N,"功能不行,容易宕機.售後無保障"
P,外觀時尚，送的滑鼠也很漂亮也好用，就是送的電腦包根本就裝不下。京東的客服說是隨機送的沒法換。
P,地理位置對出差的人士來說還是很方便的，好找啊.
P,幫朋友買的，不過和我自己買的是同一個型號，反正我感覺這個系列的散熱不錯的，我的還是獨立顯示卡。
N,東西不錯，售後太差，安裝一個熱水器400塊錢，像話嗎？錢給完了發現被黑了！
P,［薦書］因為噼裡啪啦很好，已經買了好多本送人了呢
N,接二連三的出問題了....不過早已不吃蒙牛的東西了 要吃也是伊利的
P,油炸蔥卷是我的最愛哦，再配一蒙牛，最營養早餐喜歡雞翅~！蒙牛
N,電話或簡訊儲存多了，容易宕機，我的鍵盤失靈了，可收到簡訊和電話就是不能查
N,感覺就是在宣傳他自己的企業……沒有多餘的收穫……
P,送貨速度滿快的，帶內膽包，重量比想象的重，還能承受，待機時間不錯，做工很好。
P,沒錯就是你，我最愛的蒙牛
P,外觀還算時尚。鍵盤還是巧克力型的，像蘋果那種方的，鍵帽，平的。
N,自稱4星， 實際上頂多2星。 貴賓樓比較好， 房內還挺乾淨。
